"CodeNum","ProcCode","Descript","AbbrDesc","ProcTime","ProcCat","TreatArea","NoBillIns","IsProsth","DefaultNote","IsHygiene","GTypeNum","AlternateCode1","MedicalCode","IsTaxed","PaintType","GraphicColor","LaymanTerm","IsCanadianLab","PreExisting","BaseUnits","SubstitutionCode","SubstOnlyIf","DateTStamp","IsMultiVisit","DrugNDC","RevenueCodeDefault","ProvNumDefault","CanadaTimeUnits","IsRadiology","DefaultClaimNote","DefaultTPNote","BypassGlobalLock","TaxCode"
190,"tmp190","Adjust partial dentu DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AdjPrDnUp","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
191,"tmp191","Adjust partial dentu DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AdjPrDnLw","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
192,"tmp192","Repair complete dent DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RprCmDnBs","/XX/",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
193,"tmp193","Replace teeth-comp d DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RplThCmDn","/X/",78,2,0,0,"",0,13,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
194,"tmp194","Repair resin denture DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RprRsSdBs","/XX/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
195,"tmp195","Repair cast framewor DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RprCstFrm","/XX/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
196,"tmp196","Rpr or rplce brkn cl DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RepClsp","/X/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
197,"tmp197","Replace broken teeth DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RepBrkTh","/X/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
198,"tmp198","Add tooth to exist p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AddThExDn","/X/",78,2,0,0,"",0,13,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
199,"tmp199","Add clasp, exst prt  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AddClsp","/X/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
200,"tmp200","Replace all th & acr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RpAllTxMx","/X/",78,3,0,0,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
201,"tmp201","Replace all th & acr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RpAllTxMn","/X/",78,3,0,0,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
202,"tmp202","Rebase complete maxi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RebsCUpDn","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
203,"tmp203","Rebase complete mand DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RebsCLwDn","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
204,"tmp204","Rebase maxil partial DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RebsUPPDn","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
205,"tmp205","Rebase mand partial  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RebsLwPDn","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
206,"tmp206","Reline complete maxi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnCmUpCh","/XXX/////",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
207,"tmp207","Reline complete mand DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnCmLwCh","/XXX/////",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
208,"tmp208","Reline maxil partial DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnUpPrCh","/XXX////",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
209,"tmp209","Reline mand partial- DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnLwPrCh","/XXX///",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
210,"tmp210","Reline complete maxi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnCmUpLb","/XX/",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
211,"tmp211","Reline complete mand DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnCmLwLb","/XX/",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
212,"tmp212","Reline maxillary par DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnUpPrLb","/XX/",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
213,"tmp213","Reline mandibular pa DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RlnLwPrLb","/XX/",78,6,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
214,"tmp214","Interim comp denture DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IntCmDnUp","/X/",251,6,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
215,"tmp215","Interim comp denture DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IntCmDnLw","/X/",251,3,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
216,"tmp216","Interim partial dent DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IntPrDnUp","/X/",78,2,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
217,"tmp217","Interim partial dent DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IntPrDnLw","/X/",78,2,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
218,"tmp218","Tissue condition, ma DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TisConUp","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
219,"tmp219","Tissue condition, ma DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TisConLw","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
220,"tmp220","Overdenture-complete DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OvrDenCom","/XXX/",260,6,0,0,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
221,"tmp221","Overdenture-partial, DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OvrDenPar","/XXX/",260,6,0,0,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
222,"tmp222","Precision attachment DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrecnAtt","/XXX/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
223,"tmp223","Replcmt prec attachm DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RplPrecAt","/XX/",78,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
224,"tmp224","Mod of remvble prost DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ModRmPros","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
225,"tmp225","Unspecified remove p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UnspcRmPr","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
226,"tmp226","Facial moulage (sect DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FacMoulSc","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
227,"tmp227","Facial moulage (comp DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FacMoulCm","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
228,"tmp228","Nasal prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","NasProsth","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
229,"tmp229","Auricular prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AurProsth","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
230,"tmp230","Orbital prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OrbProsth","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
231,"tmp231","Ocular prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OcuProsth","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
232,"tmp232","Facial prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FacProsth","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
233,"tmp233","Nasal septal prosthe DESCRIPTION NOT INCLUDED IN TEST CONVERSION","NasSepPro","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
234,"tmp234","Ocular prosthesis, i DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OcuProsIn","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
235,"tmp235","Cranial prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CranPros","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
236,"tmp236","Facial augmentat imp DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FacAugImp","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
237,"tmp237","Nasal prosthesis, re DESCRIPTION NOT INCLUDED IN TEST CONVERSION","NasProsRp","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
238,"tmp238","Auricular prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AurProRep","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
239,"tmp239","Orbital prosthesis,  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OrbProRep","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
240,"tmp240","Facial prosthesis, r DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FacProRep","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
241,"tmp241","Obturator prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ObtProSur","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
242,"tmp242","Obturator prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ObtProDef","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
243,"tmp243","Obturator prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ObtProMod","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
244,"tmp244","Mandibular resection DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ManResFla","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
245,"tmp245","Mandibular resection DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ManRes","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
246,"tmp246","Obturator prosthesis DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ObtProInt","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
247,"tmp247","Trismus appliance (n DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TrisAppli","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
248,"tmp248","Feeding aid DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FeedAid","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
249,"tmp249","Speech aid prosthesi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SpchAidPd","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
250,"tmp250","Speech aid prosthesi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SpchAidAd","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
251,"tmp251","Palatal augmentation DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PalAugPro","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
252,"tmp252","Palatal lift prosth, DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PlLftPrDf","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
253,"tmp253","Palatal lift prosthe DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PlLftPrIn","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
254,"tmp254","Palatal lift prosth, DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PlLftPrMd","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
255,"tmp255","Speech aid prosth, m DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SpchAdPrM","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
256,"tmp256","Surgical stent DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SurgStent","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
257,"tmp257","Radiation carrier DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RadtnCarr","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
258,"tmp258","Radiation shield DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RadtnShld","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
259,"tmp259","Radiation cone locat DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RadtnCnLc","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
260,"tmp260","Fluoride gel carrier DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FlrGelCar","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
261,"tmp261","Commissure splint DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CommSplnt","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
262,"tmp262","Surgical splint DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SurgSplnt","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
263,"tmp263","Unspec maxillofacial DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UnspcMxPr","/X/",251,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
264,"tmp264","Surg place implant:  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SrgImpEnd","/X/",80,2,0,0,"",0,10,"","",0,2,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
265,"tmp265","Abut place/subst:end DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbutEnImp","/XXX/",81,2,0,0,"",0,10,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
266,"tmp266","Surgic place: eposte DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SurEpoImp","/X/",80,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
267,"tmp267","Surg place: transost DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TrnsImpln","/X/",80,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
268,"tmp268","Imp/abut remov,comp  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImAbtRmCm","/X/",260,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
269,"tmp269","Imp/abut remov,part  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImAbtRmPt","/X/",260,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
270,"tmp270","Dent implant sup con DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImpltCnBr","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
271,"tmp271","Prefab abutment-incl DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrefabAbt","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
272,"tmp272","Custom abutment-incl DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CustomAbt","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
273,"tmp273","Abutment supported p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPrcCrn","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
274,"tmp274","Abtmt supp porc fuse DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPrFCnH","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
275,"tmp275","Abtmt supp porc fuse DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPrFCnB","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
798,"tmp798","Calculus DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Calculus","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
276,"tmp276","Abtmt supp porc fuse DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPrFCnN","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
277,"tmp277","Abtmt supp cast mtl  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtCsCnHN","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
278,"tmp278","Abtmt supp cast mtl  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtCsCnBs","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
279,"tmp279","Abtmt supp cast mtl  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtCsCnNb","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
280,"tmp280","Implant supp porc/ce DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImplPrCrn","/X/",80,2,0,0,"",0,20,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
281,"tmp281","Implant supp porc fu DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImpPrFMCn","/X/",80,2,0,0,"",0,7,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
282,"tmp282","Implant supported me DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImplMCrn","/X/",80,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
283,"tmp283","Abtmt supp ret for p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPrcFPD","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
284,"tmp284","Abut sup ret-porc fs DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPFPDHi","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
797,"tmp797","Periodontal abscess DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PerioAbs","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
285,"tmp285","Abut sup ret-porc fs DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPFPDBs","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
286,"tmp286","Abut sup ret-porc fs DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbtPFPDNb","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
287,"tmp287","Abut sup ret-cast mt DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbCsFPDHi","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
288,"tmp288","Abut sup ret-cast mt DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbCsFPDBs","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
796,"tmp796","Abrasion DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Abrasion","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
289,"tmp289","Abut sup ret-cast mt DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AbCsFPDNb","/X/",81,2,0,0,"",0,0,"","",0,10,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
290,"tmp290","Implant supp ret-cer DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImpCerFPD","/X/",80,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
291,"tmp291","Implnt supp ret-prc  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImpPrcFPD","/X/",80,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
292,"tmp292","Implant supp ret-cas DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImpCsMFPD","/X/",80,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
795,"tmp795","Bleeding DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Bleeding","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
